"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2922198";"2011";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.1";"";"";"19.7";"22.5";"1638";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2922380";"2011";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.5";"";"";"14.7";"18.3";"608";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2922463";"2011";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.3";"";"";"15.5";"19.1";"1231";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2922643";"2011";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.9";"";"";"20.8";"24.9";"970";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2922331";"2011";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.1";"";"";"11.4";"12.8";"2321";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2922514";"2011";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.3";"";"";"16.3";"18.2";"2425";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2922696";"2011";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.2";"";"";"13.9";"16.4";"1156";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2923094";"2011";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.2";"";"";"12.7";"15.7";"702";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2922766";"2011";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.0";"";"";"14.4";"17.6";"755";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2922849";"2011";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.3";"";"";"15.2";"17.4";"2254";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2922932";"2011";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.7";"";"";"13.6";"15.8";"1491";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2923015";"2011";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"10.5";"";"";"9.4";"11.7";"907";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2923392";"2011";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.4";"";"";"17.9";"21.0";"1253";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2923179";"2011";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.1";"";"";"14.6";"17.6";"900";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2923262";"2011";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.7";"";"";"19.4";"21.9";"1717";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2923652";"2011";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.4";"";"";"14.3";"16.6";"1074";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2923523";"2011";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.8";"";"";"15.1";"16.4";"3360";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2923313";"2011";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.5";"";"";"18.2";"20.7";"2213";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2923706";"2011";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.9";"";"";"16.7";"19.0";"1982";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2923789";"2011";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"24.7";"";"";"23.5";"25.8";"3133";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2923872";"2011";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"13.3";"";"";"12.3";"14.4";"1401";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2923955";"2011";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.7";"";"";"15.8";"17.6";"3914";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2924038";"2011";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.6";"";"";"19.4";"21.8";"2262";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2924121";"2011";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.1";"";"";"14.2";"16.0";"2452";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
