"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2931686";"2013";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.4";"";"";"19.9";"22.8";"1578";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2931200";"2013";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.1";"";"";"14.6";"17.6";"778";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2931644";"2013";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.9";"";"";"15.9";"19.9";"845";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2932164";"2013";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.2";"";"";"21.4";"24.9";"1183";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2931904";"2013";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.9";"";"";"12.0";"13.7";"1757";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2932031";"2013";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.0";"";"";"17.1";"18.9";"2485";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2931351";"2013";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.2";"";"";"16.0";"18.5";"1454";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2931478";"2013";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.6";"";"";"16.0";"19.1";"973";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2932192";"2013";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.8";"";"";"18.9";"22.6";"934";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2932806";"2013";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.7";"";"";"15.8";"17.6";"6612";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2932639";"2013";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.2";"";"";"16.0";"18.3";"1493";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2932868";"2013";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"11.4";"";"";"10.4";"12.4";"1022";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2932409";"2013";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.8";"";"";"19.2";"22.4";"1157";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2933024";"2013";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.4";"";"";"14.0";"16.7";"921";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2932665";"2013";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.5";"";"";"18.4";"20.6";"2062";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2933176";"2013";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.4";"";"";"18.1";"20.6";"1518";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2933398";"2013";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.1";"";"";"17.4";"18.7";"4386";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2933907";"2013";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.1";"";"";"18.8";"21.3";"2318";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2933360";"2013";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.6";"";"";"16.8";"20.4";"1011";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2933970";"2013";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.8";"";"";"22.4";"25.2";"1870";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
