"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"2695298","2015","US","All States, DC and Territories (median) **","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.9","","","","","53","Overall","Overall","ADDEPEV2","1","1","","","","","",""
"2694952","2015","UW","All States and DC (median) **","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.0","","","","","51","Overall","Overall","ADDEPEV2","2","2","","","","","",""
"2466053","2015","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","22.1","","","20.9","23.4","1813","Overall","Overall","ADDEPEV2","3","3","","","","","",""
"2471192","2015","AK","Alaska","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.0","","","14.0","18.0","570","Overall","Overall","ADDEPEV2","4","4","","","","","",""
"2474629","2015","AZ","Arizona","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.5","","","17.2","19.7","1466","Overall","Overall","ADDEPEV2","5","5","","","","","",""
"2478664","2015","AR","Arkansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.5","","","21.4","25.5","1071","Overall","Overall","ADDEPEV2","6","6","","","","","",""
"2484050","2015","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","12.9","","","12.2","13.6","1855","Overall","Overall","ADDEPEV2","7","7","","","","","",""
"2487796","2015","CO","Colorado","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.3","","","18.3","20.4","2514","Overall","Overall","ADDEPEV2","8","8","","","","","",""
"2492246","2015","CT","Connecticut","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.6","","","16.6","18.5","2191","Overall","Overall","ADDEPEV2","9","9","","","","","",""
"2496478","2015","DE","Delaware","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.9","","","16.1","19.6","718","Overall","Overall","ADDEPEV2","10","10","","","","","",""
"2501056","2015","DC","District of Columbia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.0","","","15.7","20.4","685","Overall","Overall","ADDEPEV2","11","11","","","","","",""
"2504673","2015","FL","Florida","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.5","","","15.4","17.6","1656","Overall","Overall","ADDEPEV2","12","12","","","","","",""
"2509944","2015","GA","Georgia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.3","","","16.8","19.8","923","Overall","Overall","ADDEPEV2","13","13","","","","","",""
"2514187","2015","HI","Hawaii","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","11.6","","","10.6","12.6","908","Overall","Overall","ADDEPEV2","14","14","","","","","",""
"2517694","2015","ID","Idaho","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.7","","","18.2","21.2","1150","Overall","Overall","ADDEPEV2","15","15","","","","","",""
"2522825","2015","IL","Illinois","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","15.3","","","14.1","16.6","853","Overall","Overall","ADDEPEV2","16","16","","","","","",""
"2526566","2015","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.5","","","18.9","22.0","1194","Overall","Overall","ADDEPEV2","17","17","","","","","",""
"2531291","2015","IA","Iowa","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.0","","","17.7","20.4","1136","Overall","Overall","ADDEPEV2","18","18","","","","","",""
"2535498","2015","KS","Kansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.5","","","18.8","20.1","4472","Overall","Overall","ADDEPEV2","19","19","","","","","",""
